AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Label
0.0,0.0,0.0,0.0,14.29,0.0,7.14,7.14,0.0,7.14,7.14,7.14,7.14,7.14,14.29,7.14,14.29,0.0,0.0,0.0,nAMP
2.56,2.56,2.56,2.56,12.82,0.0,10.26,5.13,2.56,5.13,10.26,12.82,2.56,2.56,12.82,7.69,5.13,0.0,0.0,0.0,nAMP
3.7,0.0,11.11,3.7,0.0,3.7,0.0,7.41,14.81,3.7,3.7,11.11,0.0,3.7,0.0,7.41,11.11,11.11,0.0,3.7,nAMP
21.43,0.0,2.38,2.38,2.38,2.38,2.38,0.0,11.9,4.76,4.76,0.0,4.76,4.76,0.0,2.38,9.52,16.67,4.76,2.38,nAMP
10.53,0.0,0.0,0.0,2.63,2.63,0.0,5.26,0.0,10.53,5.26,2.63,7.89,0.0,5.26,7.89,7.89,31.58,0.0,0.0,nAMP
9.76,4.88,4.88,0.0,7.32,0.0,4.88,2.44,0.0,7.32,2.44,0.0,4.88,2.44,17.07,19.51,7.32,4.88,0.0,0.0,nAMP
4.0,6.0,4.0,0.0,2.0,12.0,4.0,4.0,0.0,6.0,6.0,0.0,8.0,4.0,12.0,16.0,4.0,4.0,4.0,0.0,nAMP
3.57,14.29,7.14,0.0,0.0,3.57,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,14.29,7.14,7.14,14.29,3.57,3.57,nAMP
11.43,5.71,2.86,0.0,0.0,5.71,0.0,0.0,2.86,8.57,5.71,2.86,5.71,5.71,20.0,5.71,2.86,11.43,2.86,0.0,nAMP
14.81,3.7,3.7,0.0,0.0,7.41,3.7,3.7,0.0,7.41,7.41,0.0,0.0,0.0,14.81,22.22,3.7,7.41,0.0,0.0,nAMP
13.79,3.45,6.9,0.0,0.0,3.45,17.24,10.34,0.0,13.79,3.45,0.0,3.45,0.0,10.34,6.9,3.45,3.45,0.0,0.0,nAMP
8.11,2.7,2.7,2.7,0.0,2.7,2.7,5.41,0.0,13.51,2.7,0.0,5.41,2.7,18.92,16.22,8.11,2.7,2.7,0.0,nAMP
18.18,4.55,4.55,0.0,0.0,4.55,4.55,9.09,0.0,9.09,4.55,0.0,4.55,4.55,13.64,9.09,4.55,0.0,0.0,4.55,nAMP
11.76,5.88,5.88,0.0,0.0,2.94,2.94,5.88,0.0,14.71,2.94,0.0,5.88,0.0,14.71,11.76,5.88,8.82,0.0,0.0,nAMP
11.36,6.82,4.55,4.55,0.0,6.82,2.27,4.55,0.0,9.09,6.82,0.0,6.82,0.0,11.36,13.64,6.82,4.55,0.0,0.0,nAMP
11.11,3.7,3.7,0.0,0.0,14.81,3.7,3.7,0.0,11.11,7.41,0.0,3.7,0.0,7.41,11.11,7.41,11.11,0.0,0.0,nAMP
12.0,12.0,4.0,0.0,4.0,4.0,0.0,0.0,8.0,16.0,4.0,0.0,4.0,0.0,16.0,0.0,4.0,12.0,0.0,0.0,nAMP
0.0,0.0,6.67,0.0,6.67,0.0,40.0,6.67,6.67,0.0,6.67,0.0,6.67,6.67,0.0,6.67,0.0,6.67,0.0,0.0,nAMP
6.52,0.0,4.35,4.35,10.87,2.17,2.17,10.87,13.04,8.7,2.17,0.0,4.35,2.17,4.35,8.7,6.52,2.17,2.17,4.35,nAMP
5.88,0.0,2.94,2.94,14.71,0.0,8.82,8.82,5.88,2.94,11.76,11.76,2.94,0.0,11.76,2.94,5.88,0.0,0.0,0.0,nAMP
0.0,0.0,0.0,0.0,8.7,0.0,4.35,13.04,13.04,0.0,4.35,8.7,4.35,4.35,4.35,8.7,4.35,17.39,0.0,4.35,nAMP
12.5,0.0,0.0,0.0,3.12,6.25,0.0,0.0,0.0,15.62,3.12,3.12,6.25,0.0,6.25,0.0,15.62,28.12,0.0,0.0,nAMP
0.0,0.0,6.25,0.0,6.25,0.0,37.5,6.25,6.25,0.0,6.25,12.5,6.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,nAMP
7.69,3.85,0.0,3.85,0.0,11.54,0.0,23.08,0.0,7.69,3.85,3.85,7.69,0.0,0.0,7.69,0.0,15.38,0.0,3.85,nAMP
4.88,12.2,7.32,4.88,0.0,7.32,2.44,2.44,12.2,2.44,4.88,2.44,0.0,4.88,7.32,7.32,4.88,7.32,0.0,4.88,nAMP
2.08,8.33,0.0,0.0,4.17,16.67,0.0,2.08,4.17,10.42,2.08,0.0,10.42,2.08,14.58,4.17,6.25,10.42,2.08,0.0,nAMP
8.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,12.0,6.0,6.0,8.0,6.0,10.0,4.0,12.0,10.0,2.0,0.0,0.0,nAMP
8.57,0.0,0.0,8.57,2.86,2.86,2.86,2.86,8.57,5.71,2.86,8.57,8.57,11.43,2.86,8.57,11.43,2.86,0.0,0.0,nAMP
10.64,0.0,4.26,6.38,4.26,8.51,0.0,2.13,6.38,6.38,4.26,4.26,8.51,6.38,2.13,8.51,10.64,6.38,0.0,0.0,nAMP
3.03,0.0,0.0,6.06,0.0,9.09,0.0,3.03,9.09,3.03,6.06,6.06,6.06,12.12,3.03,6.06,21.21,6.06,0.0,0.0,nAMP
10.42,0.0,4.17,4.17,2.08,10.42,0.0,4.17,6.25,6.25,2.08,6.25,8.33,10.42,2.08,4.17,12.5,4.17,0.0,2.08,nAMP
0.0,12.5,10.0,12.5,2.5,2.5,7.5,2.5,7.5,7.5,2.5,5.0,0.0,2.5,0.0,5.0,10.0,7.5,0.0,2.5,nAMP
2.27,0.0,11.36,9.09,2.27,4.55,2.27,2.27,6.82,11.36,4.55,6.82,9.09,11.36,0.0,2.27,4.55,9.09,0.0,0.0,nAMP
0.0,0.0,6.67,0.0,6.67,0.0,33.33,0.0,6.67,0.0,6.67,6.67,13.33,0.0,6.67,0.0,6.67,6.67,0.0,0.0,nAMP
0.0,0.0,6.67,0.0,6.67,0.0,40.0,0.0,6.67,6.67,6.67,0.0,6.67,6.67,0.0,6.67,0.0,6.67,0.0,0.0,nAMP
13.64,4.55,0.0,0.0,0.0,13.64,0.0,18.18,4.55,9.09,0.0,0.0,9.09,0.0,4.55,4.55,0.0,18.18,0.0,0.0,nAMP
8.33,11.11,8.33,8.33,2.78,11.11,2.78,2.78,11.11,2.78,0.0,5.56,0.0,2.78,2.78,0.0,11.11,5.56,0.0,2.78,nAMP
0.0,0.0,6.67,0.0,6.67,0.0,40.0,0.0,0.0,6.67,6.67,0.0,6.67,0.0,6.67,6.67,6.67,6.67,0.0,0.0,nAMP
10.81,0.0,0.0,10.81,10.81,5.41,0.0,0.0,5.41,10.81,5.41,5.41,5.41,5.41,5.41,8.11,2.7,5.41,2.7,0.0,nAMP
8.0,0.0,4.0,10.0,4.0,12.0,4.0,6.0,2.0,4.0,2.0,4.0,6.0,6.0,0.0,8.0,14.0,4.0,0.0,2.0,nAMP
4.44,6.67,0.0,0.0,2.22,15.56,2.22,0.0,15.56,6.67,4.44,8.89,2.22,4.44,2.22,6.67,4.44,8.89,2.22,2.22,nAMP
2.33,9.3,6.98,16.28,2.33,4.65,4.65,4.65,6.98,9.3,2.33,4.65,0.0,2.33,0.0,4.65,6.98,9.3,0.0,2.33,nAMP
27.78,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,5.56,5.56,0.0,11.11,5.56,0.0,5.56,11.11,0.0,16.67,0.0,nAMP
7.14,0.0,0.0,3.57,3.57,7.14,0.0,10.71,0.0,17.86,3.57,3.57,0.0,3.57,17.86,7.14,10.71,3.57,0.0,0.0,nAMP
5.88,0.0,2.94,2.94,14.71,0.0,11.76,8.82,0.0,0.0,11.76,11.76,2.94,0.0,14.71,2.94,8.82,0.0,0.0,0.0,nAMP
0.0,10.53,7.89,15.79,2.63,7.89,2.63,5.26,2.63,2.63,2.63,5.26,0.0,5.26,0.0,2.63,18.42,5.26,0.0,2.63,nAMP
0.0,10.81,5.41,10.81,0.0,2.7,2.7,5.41,10.81,2.7,2.7,5.41,2.7,5.41,2.7,8.11,8.11,8.11,0.0,5.41,nAMP
6.67,0.0,11.11,4.44,6.67,6.67,0.0,2.22,4.44,11.11,6.67,4.44,6.67,2.22,8.89,4.44,4.44,8.89,0.0,0.0,nAMP
4.44,2.22,8.89,6.67,11.11,6.67,0.0,8.89,2.22,11.11,2.22,6.67,4.44,2.22,4.44,0.0,8.89,2.22,2.22,4.44,nAMP
4.88,0.0,12.2,4.88,0.0,4.88,2.44,4.88,7.32,7.32,7.32,2.44,9.76,2.44,0.0,2.44,12.2,9.76,2.44,2.44,nAMP
11.76,2.94,2.94,0.0,11.76,2.94,2.94,5.88,2.94,17.65,2.94,5.88,11.76,0.0,8.82,2.94,0.0,5.88,0.0,0.0,nAMP
9.52,9.52,4.76,9.52,2.38,2.38,4.76,9.52,4.76,2.38,2.38,4.76,2.38,4.76,0.0,14.29,7.14,2.38,0.0,2.38,nAMP
3.7,0.0,0.0,0.0,7.41,14.81,7.41,11.11,0.0,11.11,3.7,3.7,3.7,3.7,11.11,3.7,3.7,11.11,0.0,0.0,nAMP
4.76,0.0,4.76,0.0,4.76,4.76,0.0,19.05,0.0,14.29,9.52,4.76,4.76,0.0,19.05,4.76,4.76,0.0,0.0,0.0,nAMP
7.41,0.0,11.11,0.0,3.7,0.0,0.0,0.0,14.81,7.41,7.41,7.41,0.0,7.41,3.7,7.41,11.11,7.41,0.0,3.7,nAMP
5.88,2.94,2.94,2.94,8.82,0.0,11.76,5.88,5.88,0.0,8.82,11.76,2.94,0.0,11.76,5.88,2.94,5.88,2.94,0.0,nAMP
7.89,0.0,5.26,5.26,7.89,2.63,2.63,13.16,15.79,7.89,2.63,0.0,0.0,0.0,5.26,7.89,7.89,2.63,2.63,2.63,nAMP
11.11,0.0,3.7,11.11,11.11,3.7,0.0,7.41,14.81,0.0,3.7,0.0,0.0,0.0,11.11,3.7,7.41,3.7,3.7,3.7,nAMP
24.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,12.0,4.0,8.0,8.0,0.0,0.0,4.0,12.0,16.0,0.0,0.0,nAMP
0.0,9.09,4.55,6.82,0.0,9.09,0.0,4.55,13.64,0.0,2.27,6.82,0.0,6.82,2.27,9.09,4.55,15.91,2.27,2.27,nAMP
8.82,2.94,0.0,2.94,14.71,0.0,8.82,2.94,2.94,2.94,14.71,11.76,0.0,0.0,14.71,5.88,5.88,0.0,0.0,0.0,nAMP
0.0,0.0,4.0,4.0,4.0,0.0,24.0,0.0,4.0,0.0,8.0,12.0,4.0,4.0,4.0,4.0,12.0,4.0,0.0,8.0,nAMP
12.5,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,12.5,3.12,3.12,9.38,6.25,3.12,3.12,15.62,28.12,0.0,0.0,nAMP
7.69,0.0,5.13,5.13,7.69,2.56,2.56,10.26,15.38,5.13,5.13,0.0,0.0,2.56,7.69,7.69,7.69,2.56,2.56,2.56,nAMP
0.0,12.2,9.76,7.32,2.44,2.44,4.88,7.32,7.32,4.88,2.44,4.88,0.0,4.88,0.0,7.32,12.2,7.32,0.0,2.44,nAMP
2.94,2.94,2.94,2.94,11.76,0.0,11.76,8.82,0.0,2.94,11.76,11.76,2.94,0.0,14.71,2.94,2.94,2.94,2.94,0.0,nAMP
0.0,0.0,0.0,0.0,0.0,6.67,6.67,6.67,6.67,6.67,6.67,0.0,0.0,6.67,6.67,6.67,26.67,0.0,13.33,0.0,nAMP
7.14,0.0,0.0,3.57,3.57,10.71,0.0,10.71,0.0,14.29,3.57,3.57,0.0,7.14,17.86,7.14,7.14,3.57,0.0,0.0,nAMP
5.88,2.94,0.0,2.94,8.82,0.0,8.82,5.88,11.76,0.0,11.76,14.71,0.0,0.0,8.82,8.82,5.88,0.0,0.0,2.94,nAMP
14.29,7.14,0.0,0.0,7.14,0.0,14.29,0.0,0.0,7.14,7.14,0.0,0.0,0.0,7.14,7.14,14.29,0.0,14.29,0.0,nAMP
3.12,0.0,12.5,3.12,6.25,6.25,3.12,9.38,0.0,12.5,6.25,0.0,12.5,0.0,15.62,0.0,6.25,0.0,3.12,0.0,nAMP
5.0,10.0,7.5,5.0,2.5,5.0,5.0,5.0,15.0,2.5,2.5,2.5,2.5,7.5,2.5,2.5,10.0,5.0,0.0,2.5,nAMP
5.88,2.94,2.94,2.94,17.65,0.0,8.82,5.88,0.0,0.0,11.76,14.71,2.94,0.0,14.71,2.94,5.88,0.0,0.0,0.0,nAMP
7.14,0.0,0.0,0.0,7.14,7.14,0.0,7.14,7.14,7.14,7.14,7.14,0.0,0.0,7.14,7.14,7.14,7.14,14.29,0.0,nAMP
4.76,11.9,2.38,14.29,0.0,2.38,7.14,4.76,4.76,9.52,2.38,7.14,0.0,2.38,4.76,0.0,9.52,7.14,0.0,4.76,nAMP
2.44,12.2,4.88,7.32,2.44,2.44,0.0,2.44,12.2,4.88,2.44,4.88,0.0,4.88,2.44,7.32,12.2,7.32,0.0,7.32,nAMP
5.88,0.0,2.94,2.94,14.71,0.0,11.76,8.82,2.94,2.94,8.82,14.71,2.94,0.0,14.71,2.94,2.94,0.0,0.0,0.0,nAMP
0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,17.39,8.7,8.7,13.04,0.0,4.35,4.35,8.7,13.04,13.04,0.0,0.0,nAMP
0.0,0.0,6.25,0.0,6.25,0.0,37.5,12.5,0.0,0.0,6.25,0.0,6.25,6.25,6.25,6.25,0.0,0.0,0.0,6.25,nAMP
17.24,0.0,0.0,0.0,0.0,3.45,0.0,3.45,0.0,13.79,3.45,6.9,6.9,0.0,6.9,3.45,6.9,27.59,0.0,0.0,nAMP
16.13,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,12.9,3.23,6.45,6.45,0.0,0.0,9.68,9.68,29.03,0.0,0.0,nAMP
3.57,3.57,3.57,0.0,0.0,7.14,0.0,3.57,0.0,25.0,3.57,7.14,0.0,0.0,17.86,7.14,7.14,10.71,0.0,0.0,nAMP
14.0,0.0,2.0,4.0,2.0,2.0,2.0,10.0,10.0,6.0,8.0,10.0,2.0,4.0,10.0,6.0,0.0,2.0,4.0,2.0,nAMP
5.26,0.0,5.26,2.63,13.16,0.0,10.53,5.26,5.26,2.63,7.89,13.16,2.63,0.0,13.16,7.89,5.26,0.0,0.0,0.0,nAMP
0.0,0.0,6.25,0.0,6.25,0.0,37.5,0.0,6.25,6.25,6.25,0.0,6.25,6.25,6.25,0.0,6.25,6.25,0.0,0.0,nAMP
12.12,0.0,0.0,0.0,3.03,3.03,0.0,3.03,3.03,6.06,3.03,3.03,6.06,3.03,3.03,9.09,12.12,30.3,0.0,0.0,nAMP
4.76,9.52,2.38,14.29,4.76,2.38,4.76,4.76,4.76,7.14,2.38,7.14,0.0,2.38,4.76,0.0,9.52,7.14,0.0,7.14,nAMP
3.12,0.0,6.25,3.12,3.12,9.38,3.12,12.5,0.0,12.5,6.25,3.12,12.5,0.0,15.62,0.0,6.25,0.0,3.12,0.0,nAMP
3.7,0.0,3.7,0.0,0.0,14.81,0.0,7.41,0.0,22.22,7.41,3.7,3.7,0.0,14.81,11.11,3.7,3.7,0.0,0.0,nAMP
4.35,2.17,6.52,6.52,10.87,4.35,2.17,10.87,6.52,10.87,4.35,8.7,2.17,2.17,0.0,2.17,8.7,4.35,0.0,2.17,nAMP
22.22,0.0,0.0,0.0,5.56,0.0,11.11,0.0,0.0,0.0,11.11,0.0,5.56,5.56,0.0,0.0,22.22,0.0,16.67,0.0,nAMP
14.29,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,14.29,7.14,14.29,0.0,14.29,0.0,nAMP
4.55,0.0,0.0,0.0,0.0,13.64,0.0,27.27,0.0,0.0,9.09,0.0,0.0,0.0,9.09,4.55,31.82,0.0,0.0,0.0,nAMP
15.62,0.0,0.0,0.0,0.0,3.12,6.25,3.12,0.0,9.38,3.12,12.5,9.38,0.0,3.12,0.0,6.25,28.12,0.0,0.0,nAMP
5.88,0.0,2.94,2.94,14.71,0.0,11.76,5.88,0.0,2.94,11.76,11.76,2.94,0.0,14.71,5.88,5.88,0.0,0.0,0.0,nAMP
2.94,0.0,5.88,0.0,5.88,0.0,5.88,8.82,8.82,2.94,11.76,0.0,2.94,2.94,14.71,11.76,5.88,0.0,0.0,8.82,nAMP
2.94,5.88,2.94,2.94,8.82,0.0,8.82,11.76,2.94,0.0,8.82,8.82,2.94,2.94,11.76,8.82,2.94,2.94,2.94,0.0,nAMP
11.76,2.94,2.94,0.0,14.71,5.88,0.0,5.88,2.94,14.71,2.94,5.88,11.76,0.0,5.88,2.94,0.0,5.88,0.0,2.94,nAMP
7.14,0.0,3.57,0.0,3.57,14.29,0.0,7.14,0.0,21.43,3.57,7.14,3.57,0.0,10.71,7.14,0.0,10.71,0.0,0.0,nAMP
21.21,0.0,0.0,0.0,0.0,3.03,0.0,3.03,3.03,12.12,3.03,3.03,3.03,3.03,6.06,0.0,9.09,30.3,0.0,0.0,nAMP
3.03,3.03,0.0,3.03,9.09,3.03,9.09,9.09,6.06,0.0,9.09,12.12,3.03,6.06,12.12,3.03,3.03,3.03,0.0,3.03,nAMP
5.88,0.0,2.94,2.94,14.71,0.0,11.76,5.88,2.94,2.94,8.82,17.65,2.94,0.0,14.71,0.0,5.88,0.0,0.0,0.0,nAMP
5.88,2.94,2.94,2.94,8.82,0.0,11.76,5.88,2.94,5.88,5.88,11.76,0.0,2.94,14.71,8.82,5.88,0.0,0.0,0.0,nAMP
14.29,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,14.29,14.29,7.14,7.14,7.14,14.29,0.0,7.14,0.0,0.0,0.0,nAMP
7.14,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,21.43,14.29,7.14,0.0,7.14,14.29,7.14,7.14,0.0,0.0,0.0,nAMP
0.0,9.09,4.55,6.82,0.0,9.09,0.0,4.55,13.64,0.0,2.27,9.09,0.0,6.82,2.27,6.82,4.55,15.91,2.27,2.27,nAMP
7.41,0.0,0.0,3.7,7.41,11.11,3.7,3.7,0.0,14.81,7.41,7.41,7.41,7.41,3.7,7.41,0.0,7.41,0.0,0.0,nAMP
6.82,9.09,0.0,11.36,2.27,4.55,4.55,2.27,6.82,4.55,2.27,2.27,0.0,9.09,4.55,9.09,9.09,9.09,0.0,2.27,nAMP
4.35,2.17,2.17,10.87,4.35,4.35,0.0,6.52,6.52,15.22,2.17,8.7,2.17,4.35,2.17,13.04,2.17,8.7,0.0,0.0,nAMP
0.0,0.0,5.88,0.0,5.88,5.88,5.88,17.65,0.0,0.0,5.88,5.88,0.0,5.88,0.0,11.76,0.0,23.53,0.0,5.88,nAMP
8.89,2.22,2.22,8.89,8.89,4.44,0.0,13.33,4.44,8.89,2.22,6.67,6.67,0.0,0.0,4.44,8.89,4.44,0.0,4.44,nAMP
0.0,0.0,0.0,0.0,9.09,4.55,4.55,18.18,4.55,4.55,4.55,13.64,4.55,0.0,0.0,9.09,0.0,9.09,4.55,9.09,nAMP
8.89,2.22,2.22,13.33,11.11,6.67,2.22,11.11,4.44,4.44,2.22,0.0,4.44,0.0,2.22,6.67,6.67,4.44,0.0,6.67,nAMP
13.64,0.0,0.0,4.55,0.0,0.0,4.55,13.64,0.0,4.55,4.55,4.55,4.55,0.0,13.64,9.09,9.09,0.0,13.64,0.0,nAMP
13.64,0.0,0.0,4.55,0.0,0.0,4.55,13.64,0.0,4.55,4.55,4.55,9.09,4.55,9.09,4.55,9.09,0.0,13.64,0.0,nAMP
14.29,0.0,0.0,0.0,3.57,0.0,7.14,0.0,0.0,0.0,7.14,10.71,3.57,7.14,7.14,7.14,10.71,7.14,14.29,0.0,nAMP
16.67,0.0,4.17,0.0,4.17,0.0,8.33,0.0,0.0,0.0,4.17,4.17,12.5,8.33,4.17,0.0,12.5,4.17,12.5,4.17,nAMP
22.22,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,5.56,0.0,11.11,5.56,5.56,5.56,16.67,0.0,16.67,0.0,nAMP
4.55,2.27,2.27,13.64,13.64,4.55,0.0,4.55,2.27,13.64,2.27,6.82,6.82,2.27,2.27,2.27,13.64,2.27,0.0,0.0,nAMP
6.82,2.27,2.27,11.36,13.64,4.55,2.27,2.27,2.27,15.91,2.27,9.09,6.82,0.0,2.27,6.82,4.55,4.55,0.0,0.0,nAMP
10.53,2.63,2.63,7.89,18.42,2.63,0.0,7.89,5.26,7.89,2.63,10.53,7.89,0.0,0.0,2.63,5.26,5.26,0.0,0.0,nAMP
4.35,2.17,2.17,13.04,15.22,4.35,0.0,6.52,4.35,10.87,4.35,6.52,6.52,2.17,0.0,2.17,4.35,4.35,0.0,6.52,nAMP
15.62,0.0,0.0,0.0,3.12,3.12,0.0,3.12,0.0,12.5,3.12,3.12,6.25,0.0,3.12,9.38,9.38,28.12,0.0,0.0,nAMP
19.35,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,9.68,3.23,9.68,6.45,0.0,0.0,6.45,9.68,29.03,0.0,0.0,nAMP
15.79,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,5.26,5.26,10.53,10.53,5.26,0.0,21.05,0.0,15.79,0.0,nAMP
22.22,0.0,0.0,0.0,5.56,0.0,16.67,0.0,0.0,0.0,5.56,5.56,5.56,11.11,0.0,0.0,11.11,0.0,16.67,0.0,nAMP
7.14,0.0,0.0,3.57,3.57,10.71,3.57,7.14,0.0,17.86,3.57,7.14,0.0,3.57,14.29,7.14,7.14,3.57,0.0,0.0,nAMP
22.22,0.0,0.0,0.0,5.56,0.0,11.11,0.0,0.0,0.0,5.56,5.56,5.56,5.56,0.0,16.67,5.56,0.0,16.67,0.0,nAMP
18.18,0.0,0.0,0.0,4.55,0.0,13.64,4.55,0.0,0.0,4.55,9.09,4.55,9.09,0.0,9.09,9.09,0.0,13.64,0.0,nAMP
0.0,6.25,6.25,0.0,0.0,0.0,43.75,0.0,6.25,0.0,6.25,6.25,6.25,6.25,0.0,6.25,0.0,6.25,0.0,0.0,nAMP
0.0,12.12,9.09,6.06,3.03,6.06,3.03,6.06,6.06,3.03,3.03,6.06,3.03,9.09,0.0,3.03,9.09,9.09,0.0,3.03,nAMP
16.28,0.0,2.33,4.65,2.33,2.33,2.33,11.63,9.3,4.65,9.3,11.63,0.0,4.65,6.98,4.65,0.0,4.65,2.33,0.0,nAMP
18.18,0.0,0.0,0.0,4.55,4.55,9.09,0.0,0.0,0.0,9.09,4.55,4.55,9.09,4.55,0.0,13.64,4.55,13.64,0.0,nAMP
20.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,10.0,0.0,0.0,10.0,15.0,0.0,15.0,0.0,nAMP
0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,14.29,7.14,7.14,7.14,7.14,14.29,7.14,14.29,0.0,0.0,0.0,nAMP
0.0,2.44,0.0,2.44,12.2,9.76,2.44,9.76,12.2,0.0,9.76,4.88,2.44,4.88,4.88,9.76,0.0,2.44,0.0,9.76,nAMP
0.0,0.0,0.0,0.0,6.25,6.25,43.75,0.0,6.25,0.0,6.25,0.0,6.25,6.25,6.25,0.0,6.25,6.25,0.0,0.0,nAMP
6.82,2.27,4.55,9.09,15.91,4.55,2.27,2.27,2.27,13.64,2.27,6.82,6.82,2.27,2.27,6.82,4.55,4.55,0.0,0.0,nAMP
5.88,0.0,0.0,2.94,5.88,0.0,11.76,2.94,5.88,2.94,11.76,11.76,2.94,0.0,11.76,5.88,5.88,0.0,0.0,11.76,nAMP
2.94,2.94,2.94,2.94,14.71,0.0,11.76,5.88,0.0,2.94,11.76,14.71,2.94,0.0,14.71,2.94,5.88,0.0,0.0,0.0,nAMP
7.14,0.0,3.57,0.0,3.57,7.14,0.0,3.57,0.0,17.86,3.57,3.57,0.0,3.57,21.43,7.14,3.57,14.29,0.0,0.0,nAMP
8.33,0.0,4.17,4.17,10.42,2.08,2.08,12.5,12.5,8.33,2.08,0.0,4.17,2.08,4.17,8.33,6.25,2.08,2.08,4.17,nAMP
2.86,0.0,8.57,0.0,2.86,0.0,0.0,0.0,11.43,5.71,11.43,2.86,0.0,11.43,8.57,5.71,8.57,8.57,0.0,11.43,nAMP
3.7,0.0,11.11,0.0,0.0,3.7,3.7,3.7,14.81,3.7,3.7,7.41,0.0,7.41,3.7,7.41,11.11,11.11,0.0,3.7,nAMP
9.38,3.12,0.0,0.0,0.0,9.38,0.0,12.5,6.25,18.75,3.12,3.12,3.12,0.0,6.25,3.12,6.25,15.62,0.0,0.0,nAMP
15.62,0.0,0.0,0.0,0.0,3.12,0.0,6.25,0.0,12.5,3.12,3.12,6.25,0.0,3.12,9.38,9.38,28.12,0.0,0.0,nAMP
18.75,0.0,0.0,0.0,0.0,3.12,3.12,0.0,3.12,6.25,6.25,6.25,6.25,0.0,3.12,3.12,12.5,28.12,0.0,0.0,nAMP
7.14,0.0,3.57,0.0,0.0,14.29,0.0,7.14,3.57,21.43,3.57,7.14,0.0,3.57,10.71,10.71,0.0,7.14,0.0,0.0,nAMP
12.5,0.0,0.0,0.0,0.0,3.12,3.12,3.12,0.0,9.38,6.25,0.0,9.38,0.0,6.25,6.25,12.5,28.12,0.0,0.0,nAMP
16.0,0.0,0.0,4.0,2.0,2.0,4.0,10.0,10.0,6.0,8.0,10.0,2.0,4.0,10.0,4.0,0.0,2.0,4.0,2.0,nAMP
2.13,2.13,6.38,8.51,12.77,4.26,0.0,2.13,4.26,14.89,2.13,4.26,4.26,4.26,0.0,10.64,2.13,12.77,0.0,2.13,nAMP
10.87,2.17,2.17,8.7,4.35,6.52,0.0,6.52,8.7,15.22,2.17,4.35,2.17,4.35,2.17,6.52,6.52,6.52,0.0,0.0,nAMP
2.44,14.63,0.0,14.63,2.44,4.88,4.88,7.32,7.32,2.44,2.44,2.44,2.44,7.32,2.44,4.88,7.32,7.32,0.0,2.44,nAMP
12.9,3.23,0.0,0.0,0.0,3.23,6.45,0.0,0.0,16.13,6.45,6.45,6.45,0.0,3.23,3.23,6.45,25.81,0.0,0.0,nAMP
7.14,0.0,0.0,0.0,7.14,7.14,0.0,0.0,14.29,14.29,7.14,0.0,0.0,0.0,7.14,7.14,7.14,7.14,14.29,0.0,nAMP
23.26,6.98,2.33,0.0,2.33,9.3,6.98,0.0,0.0,0.0,4.65,2.33,4.65,2.33,11.63,2.33,6.98,4.65,6.98,2.33,nAMP
14.81,3.7,0.0,0.0,0.0,11.11,0.0,14.81,3.7,11.11,3.7,0.0,7.41,0.0,7.41,3.7,3.7,14.81,0.0,0.0,nAMP
4.88,12.2,7.32,17.07,2.44,9.76,2.44,4.88,7.32,2.44,2.44,2.44,0.0,2.44,0.0,0.0,12.2,4.88,0.0,4.88,nAMP
6.38,0.0,4.26,4.26,10.64,2.13,2.13,12.77,12.77,6.38,2.13,0.0,4.26,4.26,4.26,8.51,6.38,2.13,2.13,4.26,nAMP
0.0,2.22,2.22,8.89,11.11,6.67,0.0,11.11,6.67,8.89,2.22,2.22,6.67,0.0,2.22,8.89,8.89,8.89,0.0,2.22,nAMP
0.0,10.0,5.0,17.5,2.5,5.0,5.0,7.5,7.5,5.0,5.0,2.5,0.0,0.0,0.0,2.5,15.0,5.0,0.0,5.0,nAMP
9.52,0.0,2.38,7.14,2.38,7.14,0.0,11.9,11.9,4.76,2.38,9.52,4.76,4.76,2.38,7.14,4.76,7.14,0.0,0.0,nAMP
8.7,2.17,2.17,15.22,13.04,4.35,0.0,2.17,4.35,13.04,4.35,4.35,6.52,0.0,0.0,4.35,4.35,8.7,0.0,2.17,nAMP
